"note_id","report_date","category","subject_id","subject_name","historical_date","years_ago","headline","body","evidence_source","rarity","magnitude","timeliness","relevance","confidence","novelty","career_significance_score","recognition_tier","career_summary","career_final_year","years_since_final_game","familiarity_recency","recognition","historical_importance","broadcast_value","story_score","score_method","generated_at_utc"
"debut_anniversary_rolensc01_2026-08-01","2026-08-01","debut_anniversary","rolensc01","Scott Rolen",1996-08-01,30,"Scott Rolen: 30 years since MLB debut","Scott Rolen's MLB debut came 30 years ago today, on 1996-08-01. Scott Rolen was a Hall of Famer and finished with 7 All-Star selections, 2,077 hits, 316 home runs.","People$debut",0.69,0.8875,1,0.789939089758205,1,0.8,85,"icon","Scott Rolen was a Hall of Famer and finished with 7 All-Star selections, 2,077 hits, 316 home runs.",2012,14,0.716531310573789,0.85,0.85,0.9025,84.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_damonjo01_2026-08-01","2026-08-01","final_game_anniversary","damonjo01","Johnny Damon",2012-08-01,14,"Johnny Damon: 14 years since final MLB appearance","Johnny Damon's final MLB appearance came 14 years ago today, on 2012-08-01. Johnny Damon finished with 2 All-Star selections, 2,769 hits, 235 home runs.","People$finalGame",0.562,0.7375,1,0.679939089758205,1,0.8,65,"star","Johnny Damon finished with 2 All-Star selections, 2,769 hits, 235 home runs.",2012,14,0.716531310573789,0.65,0.65,0.7725,74.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_wadderu01_2026-08-01","2026-08-01","final_game_anniversary","wadderu01","Rube Waddell",1910-08-01,116,"Rube Waddell: 116 years since final MLB appearance","Rube Waddell's final MLB appearance came 116 years ago today, on 1910-08-01. Rube Waddell was a Hall of Famer and finished with 193 wins, 2,316 strikeouts.","People$finalGame",1,1,1,0.5575,1,0.8,85,"icon","Rube Waddell was a Hall of Famer and finished with 193 wins, 2,316 strikeouts.",1910,116,0.2,0.85,0.85,0.9025,73.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_hermabi01_2026-08-01","2026-08-01","final_game_anniversary","hermabi01","Billy Herman",1947-08-01,79,"Billy Herman: 79 years since final MLB appearance","Billy Herman's final MLB appearance came 79 years ago today, on 1947-08-01. Billy Herman was a Hall of Famer and finished with 10 All-Star selections, 2,345 hits, 47 home runs.","People$finalGame",1,1,1,0.5575,1,0.8,85,"icon","Billy Herman was a Hall of Famer and finished with 10 All-Star selections, 2,345 hits, 47 home runs.",1947,79,0.2,0.85,0.85,0.9025,73.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_ibanera01_2026-08-01","2026-08-01","debut_anniversary","ibanera01","Raul Ibanez",1996-08-01,30,"Raul Ibanez: 30 years since MLB debut","Raul Ibanez's MLB debut came 30 years ago today, on 1996-08-01. Raul Ibanez finished with 1 All-Star selections, 2,034 hits, 305 home runs.","People$debut",0.69,0.673,1,0.648364781883879,1,0.8,56.4,"notable","Raul Ibanez finished with 1 All-Star selections, 2,034 hits, 305 home runs.",2014,12,0.751477293075286,0.564,0.564,0.7166,72.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_zobribe01_2026-08-01","2026-08-01","debut_anniversary","zobribe01","Ben Zobrist",2006-08-01,20,"Ben Zobrist: 20 years since MLB debut","Ben Zobrist's MLB debut came 20 years ago today, on 2006-08-01. Ben Zobrist finished with 3 All-Star selections, 1,566 hits, 167 home runs.","People$debut",0.61,0.58225,1,0.624566776200776,1,0.8,44.3,"notable","Ben Zobrist finished with 3 All-Star selections, 1,566 hits, 167 home runs.",2019,7,0.846481724890614,0.443,0.443,0.63795,67,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_lefloro01_2026-08-01","2026-08-01","debut_anniversary","lefloro01","Ron LeFlore",1974-08-01,52,"Ron LeFlore: 52 years since MLB debut","Ron LeFlore's MLB debut came 52 years ago today, on 1974-08-01. Ron LeFlore finished with 1 All-Star selections, 1,283 hits, 59 home runs.","People$debut",0.866,0.87,1,0.55,1,0.8,51.5,"notable","Ron LeFlore finished with 1 All-Star selections, 1,283 hits, 59 home runs.",1982,44,0.350771926902811,0.515,0.515,0.68475,66.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_cordefr01_2026-08-01","2026-08-01","final_game_anniversary","cordefr01","Francisco Cordero",2012-08-01,14,"Francisco Cordero: 14 years since final MLB appearance","Francisco Cordero's final MLB appearance came 14 years ago today, on 2012-08-01. Francisco Cordero finished with 3 All-Star selections, 47 wins, 796 strikeouts.","People$finalGame",0.562,0.58525,1,0.568289089758205,1,0.8,44.7,"notable","Francisco Cordero finished with 3 All-Star selections, 47 wins, 796 strikeouts.",2012,14,0.716531310573789,0.447,0.447,0.64055,64.8,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_montgje01_2026-08-01","2026-08-01","debut_anniversary","montgje01","Jeff Montgomery",1987-08-01,39,"Jeff Montgomery: 39 years since MLB debut","Jeff Montgomery's MLB debut came 39 years ago today, on 1987-08-01. Jeff Montgomery finished with 3 All-Star selections, 46 wins, 733 strikeouts.","People$debut",0.762,0.74,1,0.55,1,0.8,41.9,"notable","Jeff Montgomery finished with 3 All-Star selections, 46 wins, 733 strikeouts.",1999,27,0.52578802442578,0.419,0.419,0.62235,64,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_mcinnst01_2026-08-01","2026-08-01","final_game_anniversary","mcinnst01","Stuffy McInnis",1927-08-01,99,"Stuffy McInnis: 99 years since final MLB appearance","Stuffy McInnis's final MLB appearance came 99 years ago today, on 1927-08-01. Stuffy McInnis finished with 2,405 hits, 20 home runs.","People$finalGame",1,1,1,0.55,1,0.8,53.1,"notable","Stuffy McInnis finished with 2,405 hits, 20 home runs.",1927,99,0.2,0.531,0.531,0.69515,63.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_munsoth01_2026-08-01","2026-08-01","final_game_anniversary","munsoth01","Thurman Munson",1979-08-01,47,"Thurman Munson: 47 years since final MLB appearance","Thurman Munson's final MLB appearance came 47 years ago today, on 1979-08-01. Thurman Munson finished with 7 All-Star selections, 1,558 hits, 113 home runs.","People$finalGame",0.826,0.82,1,0.55,1,0.8,48.2,"notable","Thurman Munson finished with 7 All-Star selections, 1,558 hits, 113 home runs.",1979,47,0.326590685304268,0.482,0.482,0.6633,63.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_goldspa01_2026-08-01","2026-08-01","debut_anniversary","goldspa01","Paul Goldschmidt",2011-08-01,15,"Paul Goldschmidt: 15 years since MLB debut","Paul Goldschmidt's MLB debut came 15 years ago today, on 2011-08-01. Paul Goldschmidt finished with 7 All-Star selections, 2,190 hits, 372 home runs.","People$debut",0.57,0.6415,1,0.55,1,0.8,52.2,"notable","Paul Goldschmidt finished with 7 All-Star selections, 2,190 hits, 372 home runs.",,,0.35,0.522,0.522,0.6893,62.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_versazo01_2026-08-01","2026-08-01","debut_anniversary","versazo01","Zoilo Versalles",1959-08-01,67,"Zoilo Versalles: 67 years since MLB debut","Zoilo Versalles's MLB debut came 67 years ago today, on 1959-08-01. Zoilo Versalles finished with 2 All-Star selections, 1,246 hits, 95 home runs.","People$debut",0.986,1,1,0.55,1,0.8,39,"established","Zoilo Versalles finished with 2 All-Star selections, 1,246 hits, 95 home runs.",1971,55,0.269948572722522,0.39,0.39,0.6035,60.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_cespeyo01_2026-08-01","2026-08-01","final_game_anniversary","cespeyo01","Yoenis Cespedes",2020-08-01,6,"Yoenis Cespedes: 6 years since final MLB appearance","Yoenis Cespedes's final MLB appearance came 6 years ago today, on 2020-08-01. Yoenis Cespedes finished with 2 All-Star selections, 870 hits, 165 home runs.","People$finalGame",0.498,0.496,1,0.570495054887582,1,0.8,32.8,"established","Yoenis Cespedes finished with 2 All-Star selections, 870 hits, 165 home runs.",2020,6,0.866877899750182,0.328,0.35,0.5632,59.9,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_reynocr01_2026-08-01","2026-08-01","debut_anniversary","reynocr01","Craig Reynolds",1975-08-01,51,"Craig Reynolds: 51 years since MLB debut","Craig Reynolds's MLB debut came 51 years ago today, on 1975-08-01. Craig Reynolds finished with 2 All-Star selections, 1,142 hits, 42 home runs.","People$debut",0.858,0.86,1,0.55,1,0.8,32.5,"established","Craig Reynolds finished with 2 All-Star selections, 1,142 hits, 42 home runs.",1989,37,0.414388068387583,0.325,0.35,0.56125,59.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_hamnegr01_2026-08-01","2026-08-01","final_game_anniversary","hamnegr01","Granny Hamner",1962-08-01,64,"Granny Hamner: 64 years since final MLB appearance","Granny Hamner's final MLB appearance came 64 years ago today, on 1962-08-01. Granny Hamner finished with 3 All-Star selections, 1,529 hits, 104 home runs.","People$finalGame",0.962,0.99,1,0.55,1,0.8,38.9,"established","Granny Hamner finished with 3 All-Star selections, 1,529 hits, 104 home runs.",1962,64,0.217880283823122,0.389,0.389,0.60285,58.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_jonesru01_2026-08-01","2026-08-01","debut_anniversary","jonesru01","Ruppert Jones",1976-08-01,50,"Ruppert Jones: 50 years since MLB debut","Ruppert Jones's MLB debut came 50 years ago today, on 1976-08-01. Ruppert Jones finished with 2 All-Star selections, 1,103 hits, 147 home runs.","People$debut",0.85,0.85,1,0.55,1,0.8,30,"established","Ruppert Jones finished with 2 All-Star selections, 1,103 hits, 147 home runs.",1987,39,0.395117761326887,0.3,0.35,0.545,58.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_hunteto02_2026-08-01","2026-08-01","debut_anniversary","hunteto02","Tommy Hunter",2008-08-01,18,"Tommy Hunter: 18 years since MLB debut","Tommy Hunter's MLB debut came 18 years ago today, on 2008-08-01. Tommy Hunter finished with 56 wins, 639 strikeouts.","People$debut",0.594,0.53,1,0.55,1,0.8,23.3,"established","Tommy Hunter finished with 56 wins, 639 strikeouts.",2023,3,0.931062779704023,0.233,0.35,0.50145,58.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_willist02_2026-08-01","2026-08-01","final_game_anniversary","willist02","Stan Williams",1972-08-01,54,"Stan Williams: 54 years since final MLB appearance","Stan Williams's final MLB appearance came 54 years ago today, on 1972-08-01. Stan Williams finished with 1 All-Star selections, 109 wins, 1,305 strikeouts.","People$finalGame",0.882,0.89,1,0.55,1,0.8,34.2,"established","Stan Williams finished with 1 All-Star selections, 109 wins, 1,305 strikeouts.",1972,54,0.276453046629564,0.342,0.35,0.5723,57.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_sewellu01_2026-08-01","2026-08-01","final_game_anniversary","sewellu01","Luke Sewell",1942-08-01,84,"Luke Sewell: 84 years since final MLB appearance","Luke Sewell's final MLB appearance came 84 years ago today, on 1942-08-01. Luke Sewell finished with 1 All-Star selections, 1,393 hits, 20 home runs.","People$finalGame",1,1,1,0.55,1,0.8,35.7,"established","Luke Sewell finished with 1 All-Star selections, 1,393 hits, 20 home runs.",1942,84,0.2,0.357,0.357,0.58205,57,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_wellski01_2026-08-01","2026-08-01","final_game_anniversary","wellski01","Kip Wells",2012-08-01,14,"Kip Wells: 14 years since final MLB appearance","Kip Wells's final MLB appearance came 14 years ago today, on 2012-08-01. Kip Wells finished with 69 wins, 963 strikeouts.","People$finalGame",0.562,0.49,1,0.55,1,0.8,27.2,"established","Kip Wells finished with 69 wins, 963 strikeouts.",2012,14,0.716531310573789,0.272,0.35,0.5268,57,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_relafde01_2026-08-01","2026-08-01","debut_anniversary","relafde01","Desi Relaford",1996-08-01,30,"Desi Relaford: 30 years since MLB debut","Desi Relaford's MLB debut came 30 years ago today, on 1996-08-01. Desi Relaford finished with 714 hits, 40 home runs.","People$debut",0.69,0.65,1,0.55,1,0.8,21.6,"established","Desi Relaford finished with 714 hits, 40 home runs.",2007,19,0.636111795258498,0.216,0.35,0.4904,56.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_coomero01_2026-08-01","2026-08-01","debut_anniversary","coomero01","Ron Coomer",1995-08-01,31,"Ron Coomer: 31 years since MLB debut","Ron Coomer's MLB debut came 31 years ago today, on 1995-08-01. Ron Coomer finished with 1 All-Star selections, 827 hits, 92 home runs.","People$debut",0.698,0.66,1,0.55,1,0.8,22.4,"established","Ron Coomer finished with 1 All-Star selections, 827 hits, 92 home runs.",2003,23,0.578325137049136,0.224,0.35,0.4956,56.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_mclouna01_2026-08-01","2026-08-01","final_game_anniversary","mclouna01","Nate McLouth",2014-08-01,12,"Nate McLouth: 12 years since final MLB appearance","Nate McLouth's final MLB appearance came 12 years ago today, on 2014-08-01. Nate McLouth finished with 1 All-Star selections, 803 hits, 101 home runs.","People$finalGame",0.546,0.47,1,0.55,1,0.8,24.5,"established","Nate McLouth finished with 1 All-Star selections, 803 hits, 101 home runs.",2014,12,0.751477293075286,0.245,0.35,0.50925,56.1,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_gaudich01_2026-08-01","2026-08-01","debut_anniversary","gaudich01","Chad Gaudin",2003-08-01,23,"Chad Gaudin: 23 years since MLB debut","Chad Gaudin's MLB debut came 23 years ago today, on 2003-08-01. Chad Gaudin finished with 45 wins, 673 strikeouts.","People$debut",0.634,0.58,1,0.55,1,0.8,20.4,"established","Chad Gaudin finished with 45 wins, 673 strikeouts.",2013,13,0.733796299850087,0.204,0.35,0.4826,56,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_eyresc01_2026-08-01","2026-08-01","debut_anniversary","eyresc01","Scott Eyre",1997-08-01,29,"Scott Eyre: 29 years since MLB debut","Scott Eyre's MLB debut came 29 years ago today, on 1997-08-01. Scott Eyre finished with 28 wins, 537 strikeouts.","People$debut",0.682,0.64,1,0.55,1,0.8,20,"established","Scott Eyre finished with 28 wins, 537 strikeouts.",2009,17,0.667135633767799,0.2,0.35,0.48,56,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_maholpa01_2026-08-01","2026-08-01","final_game_anniversary","maholpa01","Paul Maholm",2014-08-01,12,"Paul Maholm: 12 years since final MLB appearance","Paul Maholm's final MLB appearance came 12 years ago today, on 2014-08-01. Paul Maholm finished with 77 wins, 984 strikeouts.","People$finalGame",0.546,0.47,1,0.55,1,0.8,24.1,"established","Paul Maholm finished with 77 wins, 984 strikeouts.",2014,12,0.751477293075286,0.241,0.35,0.50665,55.9,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_rojasme01_2026-08-01","2026-08-01","debut_anniversary","rojasme01","Mel Rojas",1990-08-01,36,"Mel Rojas: 36 years since MLB debut","Mel Rojas's MLB debut came 36 years ago today, on 1990-08-01. Mel Rojas finished with 34 wins, 562 strikeouts.","People$debut",0.738,0.71,1,0.55,1,0.8,20.5,"established","Mel Rojas finished with 34 wins, 562 strikeouts.",1999,27,0.52578802442578,0.205,0.35,0.48325,55.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_osunaro01_2026-08-01","2026-08-01","final_game_anniversary","osunaro01","Roberto Osuna",2020-08-01,6,"Roberto Osuna: 6 years since final MLB appearance","Roberto Osuna's final MLB appearance came 6 years ago today, on 2020-08-01. Roberto Osuna finished with 1 All-Star selections, 14 wins, 348 strikeouts.","People$finalGame",0.498,0.41,1,0.55,1,0.8,21.2,"established","Roberto Osuna finished with 1 All-Star selections, 14 wins, 348 strikeouts.",2020,6,0.866877899750182,0.212,0.35,0.4878,54.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_haleod01_2026-08-01","2026-08-01","debut_anniversary","haleod01","Odell Hale",1931-08-01,95,"Odell Hale: 95 years since MLB debut","Odell Hale's MLB debut came 95 years ago today, on 1931-08-01. Odell Hale finished with 1,071 hits, 73 home runs.","People$debut",1,1,1,0.55,1,0.8,27.5,"established","Odell Hale finished with 1,071 hits, 73 home runs.",1941,85,0.2,0.275,0.35,0.52875,54.5,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_frasoja01_2026-08-01","2026-08-01","final_game_anniversary","frasoja01","Jason Frasor",2015-08-01,11,"Jason Frasor: 11 years since final MLB appearance","Jason Frasor's final MLB appearance came 11 years ago today, on 2015-08-01. Jason Frasor finished with 35 wins, 615 strikeouts.","People$finalGame",0.538,0.46,1,0.55,1,0.8,20.2,"established","Jason Frasor finished with 35 wins, 615 strikeouts.",2015,11,0.769584313961695,0.202,0.35,0.4813,54.4,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_bradfch01_2026-08-01","2026-08-01","debut_anniversary","bradfch01","Chad Bradford",1998-08-01,28,"Chad Bradford: 28 years since MLB debut","Chad Bradford's MLB debut came 28 years ago today, on 1998-08-01. Chad Bradford finished with 36 wins, 313 strikeouts.","People$debut",0.674,0.63,1,0.55,1,0.8,16.6,"limited","Chad Bradford finished with 36 wins, 313 strikeouts.",2009,17,0.667135633767799,0.166,0.35,0.4579,54.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_cervbo01_2026-08-01","2026-08-01","debut_anniversary","cervbo01","Bob Cerv",1951-08-01,75,"Bob Cerv: 75 years since MLB debut","Bob Cerv's MLB debut came 75 years ago today, on 1951-08-01. Bob Cerv finished with 1 All-Star selections, 624 hits, 105 home runs.","People$debut",1,1,1,0.55,1,0.8,23.3,"established","Bob Cerv finished with 1 All-Star selections, 624 hits, 105 home runs.",1962,64,0.217880283823122,0.233,0.35,0.50145,53.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_riverre01_2026-08-01","2026-08-01","final_game_anniversary","riverre01","Rene Rivera",2021-08-01,5,"Rene Rivera: 5 years since final MLB appearance","Rene Rivera's final MLB appearance came 5 years ago today, on 2021-08-01. Rene Rivera finished with 330 hits, 43 home runs.","People$finalGame",0.49,0.4,1,0.55,1,0.8,18.6,"limited","Rene Rivera finished with 330 hits, 43 home runs.",2021,5,0.887765525206578,0.186,0.35,0.4709,53.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_danfoda01_2026-08-01","2026-08-01","debut_anniversary","danfoda01","Dave Danforth",1911-08-01,115,"Dave Danforth: 115 years since MLB debut","Dave Danforth's MLB debut came 115 years ago today, on 1911-08-01. Dave Danforth finished with 71 wins, 484 strikeouts.","People$debut",1,1,1,0.55,1,0.8,24.1,"established","Dave Danforth finished with 71 wins, 484 strikeouts.",1925,101,0.2,0.241,0.35,0.50665,53.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_salazda01_2026-08-01","2026-08-01","final_game_anniversary","salazda01","Danny Salazar",2019-08-01,7,"Danny Salazar: 7 years since final MLB appearance","Danny Salazar's final MLB appearance came 7 years ago today, on 2019-08-01. Danny Salazar finished with 1 All-Star selections, 38 wins, 688 strikeouts.","People$finalGame",0.506,0.42,1,0.55,1,0.8,17.7,"limited","Danny Salazar finished with 1 All-Star selections, 38 wins, 688 strikeouts.",2019,7,0.846481724890614,0.177,0.35,0.46505,53.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_moorera02_2026-08-01","2026-08-01","debut_anniversary","moorera02","Ray Moore",1952-08-01,74,"Ray Moore: 74 years since MLB debut","Ray Moore's MLB debut came 74 years ago today, on 1952-08-01. Ray Moore finished with 63 wins, 612 strikeouts.","People$debut",1,1,1,0.55,1,0.8,20.3,"established","Ray Moore finished with 63 wins, 612 strikeouts.",1963,63,0.22313016014843,0.203,0.35,0.48195,52.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_palldo01_2026-08-01","2026-08-01","debut_anniversary","palldo01","Donn Pall",1988-08-01,38,"Donn Pall: 38 years since MLB debut","Donn Pall's MLB debut came 38 years ago today, on 1988-08-01. Donn Pall finished with 24 wins, 278 strikeouts.","People$debut",0.754,0.73,1,0.55,1,0.8,13.9,"limited","Donn Pall finished with 24 wins, 278 strikeouts.",1998,28,0.513417119032592,0.139,0.35,0.44035,52.3,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_albieoz01_2026-08-01","2026-08-01","debut_anniversary","albieoz01","Ozzie Albies",2017-08-01,9,"Ozzie Albies: 9 years since MLB debut","Ozzie Albies's MLB debut came 9 years ago today, on 2017-08-01. Ozzie Albies finished with 3 All-Star selections, 1,086 hits, 157 home runs.","People$debut",0.522,0.4675,1,0.55,1,0.8,29,"established","Ozzie Albies finished with 3 All-Star selections, 1,086 hits, 157 home runs.",,,0.35,0.29,0.35,0.5385,52.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_stinsbo01_2026-08-01","2026-08-01","final_game_anniversary","stinsbo01","Bob Stinson",1980-08-01,46,"Bob Stinson: 46 years since final MLB appearance","Bob Stinson's final MLB appearance came 46 years ago today, on 1980-08-01. Bob Stinson finished with 408 hits, 33 home runs.","People$finalGame",0.818,0.81,1,0.55,1,0.8,17,"limited","Bob Stinson finished with 408 hits, 33 home runs.",1980,46,0.334459964142902,0.17,0.35,0.4605,52,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_bettich01_2026-08-01","2026-08-01","debut_anniversary","bettich01","Chad Bettis",2013-08-01,13,"Chad Bettis: 13 years since MLB debut","Chad Bettis's MLB debut came 13 years ago today, on 2013-08-01. Chad Bettis finished with 31 wins, 431 strikeouts.","People$debut",0.554,0.48,1,0.55,1,0.8,12.8,"limited","Chad Bettis finished with 31 wins, 431 strikeouts.",2019,7,0.846481724890614,0.128,0.35,0.4332,51.7,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_sisledi01_2026-08-01","2026-08-01","final_game_anniversary","sisledi01","Dick Sisler",1953-08-01,73,"Dick Sisler: 73 years since final MLB appearance","Dick Sisler's final MLB appearance came 73 years ago today, on 1953-08-01. Dick Sisler finished with 1 All-Star selections, 720 hits, 55 home runs.","People$finalGame",1,1,1,0.55,1,0.8,19.1,"limited","Dick Sisler finished with 1 All-Star selections, 720 hits, 55 home runs.",1953,73,0.2,0.191,0.35,0.47415,51.4,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_piattwi01_2026-08-01","2026-08-01","final_game_anniversary","piattwi01","Wiley Piatt",1903-08-01,123,"Wiley Piatt: 123 years since final MLB appearance","Wiley Piatt's final MLB appearance came 123 years ago today, on 1903-08-01. Wiley Piatt finished with 86 wins, 517 strikeouts.","People$finalGame",1,1,1,0.55,1,0.8,18.7,"limited","Wiley Piatt finished with 86 wins, 517 strikeouts.",1903,123,0.2,0.187,0.35,0.47155,51.2,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_giambje01_2026-08-01","2026-08-01","final_game_anniversary","giambje01","Jeremy Giambi",2003-08-01,23,"Jeremy Giambi: 23 years since final MLB appearance","Jeremy Giambi's final MLB appearance came 23 years ago today, on 2003-08-01. Jeremy Giambi finished with 372 hits, 52 home runs.","People$finalGame",0.634,0.58,1,0.55,1,0.8,12.3,"limited","Jeremy Giambi finished with 372 hits, 52 home runs.",2003,23,0.578325137049136,0.123,0.35,0.42995,50.4,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_patteda04_2026-08-01","2026-08-01","final_game_anniversary","patteda04","Danny Patterson",2004-08-01,22,"Danny Patterson: 22 years since final MLB appearance","Danny Patterson's final MLB appearance came 22 years ago today, on 2004-08-01. Danny Patterson finished with 24 wins, 250 strikeouts.","People$finalGame",0.626,0.57,1,0.55,1,0.8,11.7,"limited","Danny Patterson finished with 24 wins, 250 strikeouts.",2004,22,0.592260016295893,0.117,0.35,0.42605,50,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_delarru01_2026-08-01","2026-08-01","final_game_anniversary","delarru01","Rubby De La Rosa",2017-08-01,9,"Rubby De La Rosa: 9 years since final MLB appearance","Rubby De La Rosa's final MLB appearance came 9 years ago today, on 2017-08-01. Rubby De La Rosa finished with 26 wins, 356 strikeouts.","People$finalGame",0.522,0.44,1,0.55,1,0.8,11.6,"limited","Rubby De La Rosa finished with 26 wins, 356 strikeouts.",2017,9,0.807117747005389,0.116,0.35,0.4254,50,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_cruzne01_2026-08-01","2026-08-01","debut_anniversary","cruzne01","Nelson Cruz (born 1972)",1997-08-01,29,"Nelson Cruz (born 1972): 29 years since MLB debut","Nelson Cruz (born 1972)'s MLB debut came 29 years ago today, on 1997-08-01. Nelson Cruz (born 1972) finished with 15 wins, 277 strikeouts.","People$debut",0.682,0.64,1,0.55,1,0.8,10.5,"limited","Nelson Cruz (born 1972) finished with 15 wins, 277 strikeouts.",2003,23,0.578325137049136,0.105,0.35,0.41825,50,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"final_game_anniversary_singlel01_2026-08-01","2026-08-01","final_game_anniversary","singlel01","Elmer Singleton",1959-08-01,67,"Elmer Singleton: 67 years since final MLB appearance","Elmer Singleton's final MLB appearance came 67 years ago today, on 1959-08-01. Elmer Singleton finished with 11 wins, 160 strikeouts.","People$finalGame",0.986,1,1,0.55,1,0.8,15.5,"limited","Elmer Singleton finished with 11 wins, 160 strikeouts.",1959,67,0.202860222699058,0.155,0.35,0.45075,49.8,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
"debut_anniversary_bernead01_2026-08-01","2026-08-01","debut_anniversary","bernead01","Adam Bernero",2000-08-01,26,"Adam Bernero: 26 years since MLB debut","Adam Bernero's MLB debut came 26 years ago today, on 2000-08-01. Adam Bernero finished with 11 wins, 247 strikeouts.","People$debut",0.658,0.61,1,0.55,1,0.8,9.9,"limited","Adam Bernero finished with 11 wins, 247 strikeouts.",2006,20,0.621145157615452,0.099,0.35,0.41435,49.6,"sabrhood_historical_story_score_recency_v3","2026-08-01 11:25:27 UTC"
